inventor_first_name,inventor_last_name,inventor_id
Gavin,Lee,D737918-1
Michael James,Ott,10089000-1
Richard D.,Darling,4283264-1
Raymond A.,"Rogowski, II",8103214-2
Jean R.,Adams,5843429-2
Stuart,DeJong,D414683-1
Richard A.,Degner,10054700-1
Alisa A.,Wilson,5958345-3
Jean Fongyee Yamamoto,Hsu,5889392-2
David W.,Morton,4440800-1
James Andrew,McCright,7890536-4
Neil,Tagner,8852291-3
Matthew Thomas,Holcomb,5988474-2
Max C.,Brubaker,D246214-1
Bradley,Grossman,D749419-1
James L.,Easton,3934875-1
Tom D.,Koenig,9492916-2
Milton Jay,Johnson,9559926-1
Arthur,McGinnis,6270853-3
Rodney Earl,Norwood,7231741-1
Michael D.,Cabelli,5547555-2
George F.,"Sekera, Jr.",5203359-3
Kelly D.,Gamble,10092830-2
Srinivas S.,Dagalur,5772599-3
Carl Penman,Denny,6369083-2
Janis,Faciszewski,D787267-10
Amy M.,Peterson,9884944-2
Christopher Nathan,Watson,10089191-7
Andreas Jorgen,Olsson,10013053-5
Lawrence,LeBlanc,4023313-1
Arthur,Menichiello,D617409-2
Edward,Montoya,6802722-2
Sundar Kilnagar,Venkataraman,5821273-1
Xiao-Feng Feng,Qi,10020922-2
Fawzy,Ali,4233324-2
Christine,Konradi,8163475-1
Sameet Vasant,Joshi,7953621-5
Bob,Riazzi,9721266-1
David H.,Gorbet,5781190-1
Debbie,Pixley,7980409-3
Lindsey Lee,Leitzel,6357242-3
Mike,Wood,8384294-3
Jeffrey A.,"Martin, Sr.",8720108-1
Hannah L.,Abels,9631771-4
Robert M.,Belan,10115574-2
Lynn A.,Frederick,5406673-2
Eric,Kerkmaz,6190094-2
Thomas Louis,Russo,6472831-1
Bruce F.,Katz,10019542-2
Loretta Catherine,Fenster,9591940-1
Juan,Cornejo,9347255-2
Joel Patrick,McDonald,8685599-2
Charles K.,Rattley,D339996-1
Gerald J.,Castellaw,4557310-1
Michael,Ma,D787131-7
Robert K.,Ridgway,6231049-1
Donavin,Duhon,7757542-2
Sheu-Fang M.,Tzou,5530942-1
Joseph F.,Kalan,4299419-1
Greta L.,Light,4876632-3
Jason,Tello,9650779-1
Edward,Cain,D609993-1
Michael E.,Langford,D478643-1
Scott A,Wilke,9036850-3
Arthur F.,"Malchert, Sr.",4524537-1
David Wayne,Haile,8763368-2
Mark S.,Maiberger,5610751-4
Bernard J.,Miller,6244341-1
Bradley J.,Adams,6323648-5
Alfredo,Schroeder,6374822-3
Kenneth E.,"Deberry, Jr.",8097058-1
Robert J.,Woessner,4023142-1
Robert S.,Alford,4209239-2
Richard,Watson,D519283-1
Fred A.,Shassere,4197951-1
Woon-Hong,Yeo,9613911-3
Silviya,Zustiak,9968558-3
Mike,Lehr,8149227-6
Lyudmila Z.,Burtseva,7448875-6
David Oman,Blair,9675055-1
Paul,Blumstein,5589855-1
Anthony Y.,Van Heugten,10054725-1
Spero,Boutsikaris,7607691-2
James R.,Kloeckener,7223299-1
Chad C.,Galloway,8961788-3
Fabio,Zrcher,7314513-1
David G.,Capitolo,6940284-3
Nicholas S,Barker,8823471-2
Henry,Ruby,5253904-1
Craig C.,Lewis,5500328-2
Carol L.,Shaffer,9867665-2
Shuwei,Sun,7452488-3
Michael C.,Montoya,8678513-6
Mary,Bennett Osinowo,D403713-1
Larry M.,Hicks,6538904-8
Clair J.,Warning,3933605-3
Nicholas Daniel,Doerring,9195317-1
Philip E.,Lawrence,3976299-1
Paul Reuben,Klink,5574020-1
Rakesh,Datta,7932231-1
William,Chu,5438454-4
John W.,Sadler,5763870-1
James V.,Michael,4955521-1
Bryant C.,Young,4990025-1
Edison L.,Broussard,4694547-1
Nowell N.,Korey,D300004-1
Jacob Curtis,Jurmain,9709449-4
Richard H.,Yagami,4043501-3
Zebulen,Pike,6286565-1
Thomas R.,Stoeckley,5157638-3
Fred G.,Thourot,8543255-3
Myron L.,Anthony,4130474-1
Ran,Wang,7852665-5
Tiffany L.,Bierer,6596303-2
Roman York,Marjamaa,9286804-2
James E.,Schroeder,3996655-2
Floyd W.,Vehling,4019773-1
Stephen Joseph,Scarcello,7686275-1
Terence M.,Tirrella,8238643-3
James P.,Kuntz,4413747-3
Josh,Lospinoso,9542650-1
Bill E.,Williams,5044324-2
Gerard H.,Dieudonne,8579579-2
Drayton Granville,Miller,9738420-1
John C.,Croft,4074363-1
Chester A.,Park,D384598-1
Paul H.,Landolt,4138539-1
Patrick E.,Donnelly,D774077-1
Russell,Kakaley,6506230-2
Paul D.,Gage,5091262-2
Todd Allen,Smith,7523654-2
Dennis L.,Schultze,6570073-1
John H.,Hoste,6508806-1
Marco,Caggioni,7994111-1
Thomas,Lau,10073867-1
Anand,Ramamurthi,7643489-4
James E.,Chastain,7402156-2
Amy,Fulton,8865642-1
Eugene I.,Smydas,5083393-1
Nathan D.,Lakey,7459274-1
Joseph M.,Lamb,9208844-1
Petrica Dorinel,Balcan,6659586-1
Edward A.,Miller,5399417-2
Tod Evan,Robinson,7829360-5
Meng-Huang,Lu,10047657-6
Christopher Bryan,McAndrew,8448947-1
Yu-Sen James,Chu,6494189-1
Joseph A.,Newland,7866962-1
Diana L.,Brassard,6316462-2
Alland,Chee,5798635-4
Alexandre Y.,Reikher,7047778-8
Eric A.,Hancock,8448945-1
Robert J.,Brewer,6279371-1
David R.,Thalenfeld,4025018-1
Sanjay V.,Agrawal,8806033-5
Thomas V.,Walters,7137335-5
Francis P.,Baylis,4393046-1
Barry Matthew,Papp,D520626-2
Gunter,Seegers,4493244-2
Myra,Torres,5650910-3
Jim,Hwang,8622121-3
Joseph,Wilner,5921547-1
Richard H.,"Benfer, Jr.",5059584-1
Jonathan Z.,Lin,7821636-4
John P.,"McGloughlin, Jr.",9516041-4
John T.,Weinel,6347970-1
Otto A.,Roehrick,4081666-1
August J.,Kochis,4122887-2
Janet Hardin,Young,7060103-4
Greg,Wolters,5785047-7
Katerina Elizabeth,Dukes,6719932-3
Peter D.,Costantino,10083391-1
Anthony F.,Rossello,7152352-1
Peter M.,Kelly,8515115-1
David E.,Murdock,7875655-3
Robert F.,Collins,3987518-1
James A.,Hale,4909536-1
Charles C.,Hwang,4338919-1
Michael,Ivic,9644374-1
Charles N.,"Payne, Jr.",7308702-4
Michael J.,Murphy,5981537-3
Kianoosh,Peyvan,9308508-1
Maurice W.,"Lee, Jr.",4554440-1
Bradley Dean,Hunt,D446045-2
William M.,Mansfield,5838018-1
Man K.,Au-Yang,5257545-1
Michal,Lorincz,10065071-1
Jerry R.,Scheller,4458650-3
Matthew T.,Fenneman,8167275-6
Richard B.,Flippen,5070070-2
Paul Brett,Wegner,6820760-2
Taon M.,Vu,9748823-2
Wolfram,Hartwig,6274052-1
Manga R.,Gudipati,6517871-2
Lester E.,Walker,D247003-1
by Helga,Woolf,4209610-4
Harold Dean,Roark,6536745-1
Steve William,Tollefson,7622668-1
Joseph E.,Currie,5400225-1
Dennis K.,Wickenden,4761269-3
Margaret Emily,Williams,8361409-3
Herbert,Sawasky,4150750-1
Xiaojun,Cheng,5869250-1
John H.,Tokarski,5968636-2
Kenneth C.,Eder,4313227-1
Frank D.,"Fenhagen, IV",8929585-2
Vaske,Mikani,7864492-4
Olivier,Divay,7580838-1
Frank J.,Demello,5846830-1
Thomas D.,Heywood,8147194-1
Willard G.,Hoffmann,5172067-1
Jacob,Cruz,D763984-1
Karl W.,Brown,9844871-4
Cheol H.,Hwang,6513631-1
Michael G.,Bledsoe,5056290-2
Michael P.,Belmares,7312041-4
Anthony C.,Pisculli,4967378-2
Edward E.,Blosser,4596384-1
Jared D.,Gladney,7776256-6
Taz D.,Hobbs,4857818-1
William M.,Facteau,10003877-2
Patrick D.,Moss,6989247-2
John S.,Vandevanter,5862391-13
Anthony S.,Canzoneri,4330401-2
Mark Edmund,Richey,10052130-1
Rick D.,Mosbacher,8114030-2
Gregory E.,Lowe,4902112-1
by Shauna,"Worley, representative",4441510-2
Bo U.,Curry,10001486-1
Paul E.,Cantrell,6366926-3
Thomas C.,King,4283625-1
Sarah G.,Hughes,7353113-2
Christopher Lee,Rovik,10011216-1
Charles H.,Benton,4473620-3
Khozema Ismail,Ujjainwala,D525264-6
Ihab,Al-Wazani,6934594-4
Patrick Ding,Xu,7734915-3
James M.,Emery,8887496-2
Sean Tillman,Sande,7342754-1
Gururaj,Pangal,7237045-3
Robert B.,Meeley,5962764-2
Jordan,Wilson,7804015-1
Andrew C.,Berg,8266281-4
Panchadsaram,Arumugasaamy,5727357-1
Sam,Kamin,5224285-1
Jon,Carlson,7703227-1
Mitchell Lawrence,Wright,9099227-3
Stephen,Cloughley,8533149-10
Shengli,Zou,8628727-8
Gerald,Weibel,6167457-3
Randall Dale,Williams,6027275-1
Felix E.,"Suarez, Jr.",8079197-1
Fabio,Rojas,7596667-3
Paul,Sandock,5609573-1
James,Fletcher,4025876-1
Avraham,Gross,6275514-4
Lauren,Pietrocarlo,D762015-1
Richard,Carper,D354963-2
Albert L.,Slater,D247483-1
Robert L.,Murtfeldt,4497324-2
Robert Douglas,Collier,6741707-3
Gennie,Vann,9945551-1
Hongyu,Liu,8120727-5
Norman G.,Fischer,PP8792-1
Robert E.,Jilek,8951676-3
James H.,Graham,4797994-2
Carla N.,Cordero,5552107-2
Durval M.,Vieira,7668782-6
Harry H.,Wasserman,4163743-1
Jeffrey E.,Mylott,8294934-5
Michael W.,Haberland,5602799-4
Gary,Woods,6355494-3
Patrick J.,McGroarty,4693923-2
Charles M.,Jones,10113283-1
Brian,Fuerstneau,9925804-2
David A.,Stingl,5934852-1
Henry Clifford,Arndt,3989744-2
Jeffrey Powers,Bradford,10095408-5
Larry R.,Brushaber,4192701-2
Jose,Santoyo,PP17622-1
Frank,DiCarlo,4836595-1
Walter O,Dowd,5947596-1
John C.,"Wilkinson, Jr.",10091208-7
William P.,Cannon,4089046-1
Jungsuh,Kim,6107023-2
Rob,Swinton,D676582-4
Gerald L.,"Kochanny, Jr.",3971730-1
Hans Lochmann,Van Bennekom,5918098-1
Mark,Breneman,D790122-11
Evan,Douglis,6231212-3
Kathleen A.,Eischen,5770158-1
Michael R.,Brannan,8688506-2
Hugh A.,Bourassa,5036860-3
Ralph A.,Patterson,5329349-1
Jewel,Graves,4149329-1
Randall E.,Baren,10028524-4
Armi John,Shin,D522221-1
John Stewart,Bartholomew,6169248-4
Jack E.,LaDuke,4272145-1
Cathy,Mason,5564710-2
Michael A.,Willen,7184965-3
James V.,Tietz,5781693-3
Michael,Reale,8885882-2
Bruce,Benefield,5205932-2
Yale,Smith,9386896-1
Jeffrey A,Bures,6459242-1
Audrey A.,Brennan,5305398-2
Neal G.,Gasser,4943547-3
Keith F.,Urban,4303142-1
Paul E.,Frye,5501658-1
Kenneth P.,Waldschmidt,4944541-1
Dale C.,Leith,5174575-1
Donald E.,Young,7938415-2
Paul M.,Tannenbaum,5155558-1
Clyde C.,Swords,5407015-1
Richard A.,Offermann,4015051-1
Twila Jean,Gates,D616939-1
Priscilla Ann,Wilson,7153456-1
Barry,Faldner,5395675-2
Charles A.,Pfretzschner,D365663-2
Federico,Chu,5142164-1
Daniel O.,"Mahoney, II",6405251-4
Charles P.,McCleary,D317973-1
Lori,Beedon,D794726-2
Burnis E.,Moore,5881416-1
J. Philip,"Brady, Jr.",7633980-6
Robert L.,Morgan,4705260-2
Sumana,Chakravarty,9278125-1
J. Mark,Bartlett,5423791-1
Ming-Li Hsu,Yu,7464688-2
John W.,"Cliff, Jr.",4413375-1
Richard J.,Balonis,6106913-2
Balaji,Krishnapuram,7672495-4
Michael,Ludgate,D436959-4
Michael E.,Amedure,5588680-2
Lawrence Y.,Lee,3971877-1
Leonardo F.,Castagna,5261160-1
Michael J.,McCabe,5913172-1
Bradley E.,Johanson,7430721-1
Michael,Gough,6867036-2
Patrick,Prochaska,9176071-2
Kevin J.,Werling,H0000345-1
Tereson R.,Dupuy,6579273-1
Kamaljit K.,Bajwa,6767892-2
Vamsi,Kanamaluru,9219776-6
Jeffrey T.,Bounds,6669259-2
Danny P.,Hwang,5803410-1
Merle L.,Bennett,4932687-2
Gordon W.,Denton,4193485-2
David P.,Bakker,4745856-1
Lindsey,Eastburn,5831851-1
Harold F.,Spelts,D379404-1
Zev,Eisenberg,9736616-5
Dorothy L.,Boyd,D255368-1
Peter,Poulos,9586309-1
Aaron D.,LaLonde,5573123-1
Michael Vernon,Henson,9791113-4
Arvetta,Hall,9439461-1
Robert James,Torres,10110300-3
James A.,Lilly,4378840-1
Derrick,McBounds,5108056-1
Philip,Kinney,7631630-3
A. J.,Brandolini,H002058-1
Alfred C.,Bruhin,4125741-2
Roumen V.,Stoyanov,6866139-2
Ronald F.,Hartung,4384736-1
Michel H.,Joseph,9477277-5
J. Robert,Young,5565119-4
Pui Ling,Yee,9013202-3
Jimmy R.,Fechner,4812927-1
Daniel E.,Carl,4047972-2
Dave,Savage,9224268-8
Stanley,Oginz,4713920-1
Arthur R.,Gomtsyan,6242390-3
Eric W.,Hardesty,6895529-2
Ronald L.,Michels,5138285-1
Raveendran,Pottathil,7179639-1
Karen,Lacoste,6003583-2
Ernest F.,D'Andria,4238045-1
James Bradley,Hudon,10050779-2
Ryan J.,Bykowski,9918180-4
Sunny R.,Dubey,9402217-3
Andrew,Pavelchek,8228226-5
Ricardo Alberto,Baeza-Yates,10049149-5
Roy,Bowers,5980752-1
Oky,Sulistio,9655445-3
Albert M.,Moreno,4850565-1
Dale E.,"Newcomb, Jr.",8770977-4
Darrell Eugene,Tinker,4625126-1
Daniel G.,Hathaway,4901287-1
David D.,Roberts,5089479-3
Jeffrey H.,Grissom,9279220-1
Stanley L.,"Carts, Jr.",4070763-1
Billy C.,Simmons,5123763-1
Santos,Mayo,6146910-2
John A.,Thomas,5397569-2
Jon T.,Campion,7097624-1
David Robert,Storch,7857483-1
Carlos,Fernandez,8168872-1
Rebecca,Pogue-Caley,8153425-1
Chinh Huy,Doan,10015744-2
Dennis G.,Menzer,7114136-3
James Casey,Smoot,7641706-2
Michael D.,Boches,9186835-3
Sandy S.,Chiu,7676379-3
Brian,Guhde,9896850-1
Christopher Brian,Slowe,10129107-5
David F.,McCarthy,5329861-1
Don R.,Hilbelink,8331635-1
William J.,Nagle,4262064-1
James R.,Patterson,6976316-1
Marion W.,Scherer,4378214-1
William E.,Nussbaum,5114128-2
Raphael J.,Costanzo,5316295-1
Richard D.,Ratz,4340307-2
Tat,Ngai,6518106-1
Steven A.,Whalley,D401994-1
Deanna J.,Bergstrom,6666546-2
Kunal Nikhil,Modi,10091318-1
Hillis,Kaufman,D429866-3
Jeffrey A.,Steed,4796322-1
George Edward,"Schaefer, Jr.",9867022-1
Anders Olof,Rostlund,10023154-3
Olof Verner,Anderson,4008535-1
Frederick T.,Rohrs,4837471-2
James L.,Purpura,4819142-2
William Lester,Creagh,9593503-1
Shuangtiao,Huang,9667801-3
Keith J.,Kovac,5518025-2
Donald W.,Nusbaum,4148420-2
Johannes,Krogman,7544055-2
Sara,Majetich,5456986-1
Christopher A.,Saucier,5899403-3
Heather D.,Hickman,7541429-2
Charles A.,Barnett,10057391-3
Chandra,Choudhury,6254861-1
Susan,Zia,6219151-5
Kristine Y.,Tsai,8676147-4
Frank J.,Kojancic,5288473-13
Fredrick F.,Nelson,5981805-1
Jeffrey R.,Nuckols,5578953-1
Richard E.,"Evans, Jr.",4481021-2
Rebecca J.,Wachowicz,10106926-3
Sonia C.,Gallegos,5612901-1
Robert A.,Branch,6418487-2
Thomas Nikolaos,Morikis,6809070-2
Aaron Reimann,Dale,8740297-2
William E.,Adrian,6116628-1
Thai Gia,Tran,7127414-2
John R.,Peck,7183055-3
Charles L.,Behlow,7194200-1
Bernard J.,Anderson,4185937-1
Douglas Lester,Uhler,4076195-1
Michael,Kukla,4137414-1
Carmen Luz,Molina,D504279-1
Emanuel Paul,Crabtree,7374719-3
Richard F.,Schneider,5537767-1
Richard L.,Swain,5802227-2
William P.,Weisrock,4258070-2
David L.,Wengerhoff,5366744-5
Shawn K.,Halverson,D352902-1
Jason A.,Brunken,8910196-5
Jeffrey Mark,Hinrichs,10122370-2
Hannes A.,Alholm,8572979-2
Jeffrey Jay,Jones,6176374-2
Naveen Reddy,Korupol,9792911-3
Stephen J.,Uurtamo,5770977-1
John L.,Hunn,3948424-1
Lindner J.,Timothy,9051710-4
Thomas,Uzzie,7657956-4
Joseph G.,Earl,5231663-1
Zhiming,Suo,7252953-1
George G.,Sweeney,4446169-2
Soheyl,Derakhshan,5136933-1
Eugene F.,Stanefski,4509252-2
David W.,Cox,6527991-2
Donald J.,Trent,4128259-1
Mark Alan,Schulz,6611511-1
K.,Sridharan,6311324-2
Ryan A.,Adams,9896680-1
King,Gonzalez,7518222-2
Charles,Platt,8465535-2
Kenneth N.,Burroughs,5076188-1
Richard,diMonda,5391197-2
Jeremy T.,Claus,6945508-5
Xin,Jing,9774288-1
William A.,Reed,5548075-1
Anthony Richard,Manno,8939414-1
Allison H.,"Smith, Jr.",5611110-1
Daniel,Massam,D727869-3
David D.,Ohlman,6578640-3
Pieter,Stroeve,6277489-2
Behjatolah M.,Karbassi,8173103-1
Tae Man,Kim,6583408-2
Jim,Love,4087377-2
Ruben G.,Zamorano,5451210-5
Benjamin,Leever,8099792-2
Oberon Denaci,Deichmann,9619084-1
Danny J.,Ralston,6128851-1
Joel,DeJesus,5788851-4
Carlton E.,Beyer,5562874-2
Albert A.,Werth,5846634-1
Jimmie D.,Gard,5549104-2
Robert L.,Kuo,D443049-1
Frank,Fry,5762066-3
Marion L.,Beery,8662018-1
Marc,Conner,9678430-2
Dennis,Vaders,4417758-1
Allen H.,Whetherhult,5398895-1
Philip,Father,9959374-2
Eyal,Ophir,8230367-5
Gregory Dane,"Bradshaw, II",D423420-2
Michael M.,Wagner,6092102-1
Richard L.,Nelson,3956587-1
Anthony,Larsen,8941038-2
Arnold I.,Liebman,9545294-1
Andrew,Maimone,10108144-2
Michael R.,Conboy,5354413-3
Charles A.,Mortensen,4579342-1
Jerilynn S.,Ng,8888309-6
David J.,Neal,10016811-1
Richard J.,Ratto,D445803-1
Andrew D.,Meinert,9752336-1
Jed A.,Aten,7901473-3
Kary D.,Conaway,5853282-2
Joseph Leon,Bastien,5000493-1
Ala,Mahafzah,10049084-1
Christopher M.,"Campion, Jr.",7649450-1
Sanford E.,White,7041367-5
Takanori,Mitani,10042298-1
Steve,White,5780676-5
David J.,Prague,7223360-1
Steve S.,Savov,9963084-8
Hargurpreet,Singh,6632944-2
Gilbert,Siegel,4458766-1
Charles A.,Boyer,5742223-2
Harald J.,Herglotz,3958744-1
Paul,De La Torre,D760489-2
Dean,Corley,D576543-1
Gary W.,Pekar,4745557-1
Gerald J.,Grivna,5016306-1
Donald E.,Morris,6694093-1
Anthony L.,Coduti,8635043-3
John M.,Heberger,4214035-1
Jean Mary,Methe,D651509-1
Mark A.,Tichgelaar,5957029-8
Hilary A.,Schaller,4154264-1
H. Eugene,Gracey,5919916-1
Jeffrey Robert,Cotner,7472946-4
Semyon,Katsman,7762557-2
John J.,Finnegan,4940693-3
Elliott A.,Bussell,10058074-2
Salomone,Castro,6244043-4
Guy E.,"Barnes, Jr.",7746452-3
Mark W.,Cors,6176508-3
Kimberly L.,Osborn,10099526-2
Jayaram R.,Iyer,8418140-1
Timothy F.,Kimball,7622835-1
Jack,Hancosky,5078232-1
John L.,Sampson,4505588-2
Robert E.,Manning,3932481-2
Richard L.,Fournier,5320698-1
Avrum,Freytsis,4620738-2
Timothy B.,Knodel,7001408-2
Albert Howard,Bieser,5922361-1
Barry Eugene,Heldman,5644007-3
Louis J.,Rossi,4047944-1
Richard William,Erickson,8919075-1
Radu Victor,Balan,6343268-1
Robert W.,Lade,3971056-2
William N.,Robertson,5112059-4
Henry L.,Beaty,5132682-2
Robert D.,Woods,5340005-1
Edward,"Niederer, III",8618936-1
Lezlie J.,Adler,5071192-1
Vijay B.,Vad,10022258-3
Shyue-Chin,Shiau,6766179-1
Richard,Knight,6017493-3
Jacob,Johnson,9484728-3
Edwin H.,Staley,4208196-2
Young O.,Kim,D293290-1
William N.,Baugh,5717688-2
Nima,Yousefian,10142730-1
Michael Dudley,Johnson,10002168-1
Sergei M.,Bachilo,7074310-6
Ernest G.,"Henrichon, Jr.",3941375-2
Paul,Katsch,6459772-4
Kodzovi,Acolatse,8130846-2
Patrick Lamberth,Johnson,8900283-1
Christos,Komninakis,6709977-2
John J.,"Brasseur, Jr.",5960587-1
Timm J.,Timmermann,5590739-2
Richard,Smolen,7711702-1
Robert G.,O'Connell,6409359-1
Bruce C.,Rankin,6447862-1
Willis G.,"Watrous, Jr.",3986903-1
Mike,Knopik,7383636-1
Sherif M.,Yacoub,10013488-6
John T.,Feldmeier,8949297-2
James Francis,"McElwee, Jr.",5872446-3
Richard A.,Mannino,D320050-1
Wesley E.,Bowden,4941844-1
George,Mikula,4710172-2
Ronald Douglas,Nixon,PP14147-1
Vincent P.,Marchese,3982488-2
Omer I.,Sazir,7950537-2
Fredric W.,Prill,4309168-1
Randy,Ho,7984330-5
Paul C.,Manz,7283045-1
Keith,Ridenour,6928868-1
Harry W.,"Scrivener, III",6012127-3
Kyle M.,Hocking,8691556-4
Patrick,Martucci,8498899-2
John Luis,Aldape,D576959-1
Abbas,Raza,9364406-2
James Gerard,Gallagher,6479766-5
Chris Daniel,Hatalla,9056702-1
Richard Charles,Dombrowski,9987454-2
Vladimir M.,Cherezov,7469000-2
Afshin,Nickhou,6851436-3
Richard Edward,Gerstein,D427371-2
Vishnu Vardhan,Nandakumar,9853916-3
Joshua C.,Haarer,9757541-1
Cesar,Diaz,5333203-1
Donald P.,Brown,D290434-1
Waldo Calvin,Roberts,4037006-3
Gregory,Alexander,5928971-3
James,Fletcher,3985454-1
Marc,Vidal,5955280-1
William Edwin,Kerner,D527250-2
John S.,Callahan,6131758-1
Marvin N.,Huber,9775292-2
Howard V.,Leendersen,5783308-1
Randy,Yuen,7523159-2
Albert H.,Goetsch,4310187-2
Donald,Burdette,7934022-2
Mark A.,Maniar,5535473-1
Baiyong,Li,6878522-1
Mark,van Schilfgaarde,RE36315-3
Sam,Felder,9678618-9
Frank N.,Yellin,5740441-1
Neil,Gelfond,10126342-3
Mark Gerard,Roberto,9947647-3
Rajaram,Pai,7419772-2
Robert J.,DeVincent,4810224-1
Bernard,Bell,6914868-2
Donald S.,Fisher,5776612-1
Joseph B.,Lambert,5196559-2
Roger F.,Iles,3989551-2
Eric H.,Isenhoff,4324031-1
Christine,Martz,6162457-1
Carl R.,King,9829344-1
Clinton Scott,Shultz,7235671-2
Barry R.,Cavill,4304497-1
Herman William,Meyer,6854322-4
Elizabeth A.,Allen,9045068-4
Ryohei,Hinokuma,9982904-1
Jeff,Blaiser,9350638-4
Steven,Weinzierl,6759255-6
Thomas E.,Williams,4365431-2
Scott S.,Porta,5075927-1
Sven O.,Coomer,4305212-1
James F.,Brazant,4701713-2
John F.,Eckert,4470431-2
Richard,Jodts,7516711-2
David H.,Robertson,4345523-1
Steven W.,Craycraft,6611585-2
Steven W.,Mundell,5887351-3
Rick,Starbuck,8868458-1
Albert,Hutchinson,4390889-2
J. Matthew,White,5888953-2
Paul W.,Thorsell,4648985-1
Robert A.,Lin,4400215-2
Fagim U.,Ahmed,5225096-1
Benjamin,Chia,D525607-1
Jerry N.,Zimmermann,6186794-2
Donald E.,Merritt,4769624-1
Antonio,Gonzalez,7338602-3
John J.,Ehrlich,3986137-1
Scott Michael,Freeman,9542596-1
Nigel C.,Janes,7591245-3
Mary J.,Miller,5073705-2
Robert A.,Kalas,D649608-1
Alfred,Munn,4279161-2
Mark,Srour,6199234-1
Michael John,Holton,9147328-4
Charles A.,"Garris, Jr.",4875623-1
John Alan,Rowland,6060679-2
Subramanian,Sankara Subramanian,9575982-1
Kelly,Johnson-Wood,5422244-1
James G.,Sierchio,10024696-3
Michael S.,Schippers,6431689-1
Joe W.,Templeton,5190860-3
Robert G.,Griffith,3990330-3
Ramon,Sanchez,PP28345-2
Eric,Hancock,D649983-1
Joseph C.,Hueil,10070863-2
Eli,Nhaissi,10092769-2
Richard,Davis,4393484-2
Daniel Trent,Berg,4962174-2
Michael A.,Hulscher,8702048-4
Douglas Edward,Hundley,5768618-2
Michael E.,Roby,5442854-2
Thomas P.,Nyquist,6634134-1
Kristine Michelle,Cohrs,7922711-3
Kelly L.,Sullivan,9463190-2
Paul Douglas,Ginnings,4024548-4
Jean,McIntosh,D330339-3
Ajit,Shankaranaravanan,6404196-3
Robert A.,Lorton,D339542-1
William L.,Medlin,3965982-1
Duane,Royce,9387614-3
Charles R.,"Tackett, Sr.",5775385-1
Joshua J.,Bazata,10070651-2
Joseph Henery,"Parnell, III",4024491-3
Paul D.,Cotnoir,4993896-4
Brandon R.,Clarke,8146283-2
Pengpeng,Wang,8165711-4
Melissa,Rosenfeld,5928944-3
Aley,"Copley, Jr.",7097112-4
Peggy A.,Zadworny,D393336-2
William Lloyd,Piper,5670962-2
John Christopher,Terry,4035180-1
Martin G.,Wesseler,4523837-2
Daniel J.,Graham,5600258-1
Foo Yuen,Wong,6070309-1
Eugene J.,Eisenberg,7390791-4
Richard H.,Jundanian,4347851-1
Gabriel Alan,Frangakis,10096041-2
Roxanne N.,Myers,5727158-6
Dieter,Neuray,3957728-1
Timothy,Hamilton,9777453-1
Steven W.,Sucech,4585645-1
Claude R.,"Hood, Jr.",5219461-5
Xuan,Yang,9395304-1
Dashun,Wang,9619434-4
Mike,Collender,8395482-6
Vetis Boyd,Davis,7614175-1
Cheng-Hao,Chien,10085661-1
Theron,Long,4598968-1
Michael I.,Lewis,8157772-1
Brandon W.,Knight,9821505-1
Frederick H.,Edwards,3940660-1
Dwight F.,Warren,7404707-1
Dennis R.,Mathis,10066925-2
Gary Dwayne,Hicks,6085955-1
Jonathan A.,Forbes,5978795-2
Hooshang,Malek,3983336-1
Arthur E.,Onweller,5764756-1
Kevin M.,Potasiewicz,7026806-3
Jesse,Spooner,8288138-4
Robert H.,Erhardt,6874234-3
Sylvia T.,Herron,4784391-1
Simon,Sherr,10071314-2
Hung,van Le,4664349-2
Ainslie T.,"Young, Jr.",4303924-1
Michael,Martinez,8567069-2
Kyle,McPherson,10002774-5
Jens T.,Dragoy,4255646-1
Albert I-Ming,Chang,9325276-2
Calvin,Emanuel,8519035-5
Xiangping,Xu,9494658-2
Sami M.,Nasr,6565750-1
Douglas,Cooper,6322245-1
Karim S.,ElKatcha,10018837-3
Renee,Kosslak,5229113-1
Robert F.,Bennion,7153060-1
Harold D.,Boyce,4064187-2
Roger M.,Gibson,4963132-1
Harris,Miller,9147816-1
Richard L.,Elliott,5540810-2
Adrian R.,Krainer,8361977-2
Lily Campos,Nieberding,9238894-2
Gary D.,Havey,4782467-2
James L.,Sadlo,4486738-1
Nathan,Davis,9814307-6
Joseph M.,Cannon,5353011-3
Ann C.,Raddant,9708393-5
Neil Robert,Anderson,RE39030-1
C. Richard,Boland,8956817-2
Jeffrey H.,Brown,9585635-2
Ronald D.,Burke,5996863-1
Chonglun,Fan,5916696-2
Alex,Zvenigorodsky,8677021-1
Donald J.,Dufour,4406442-3
Jeffrey,Joachim,9834055-1
Jeffrey M.,Mullins,7624524-1
Kevin J.,O'Brien,8726553-1
Peter Anthony,DiMattia,9287471-7
Derek David,Smith,6268474-1
Jorge J.,Alba,5845481-2
Jeffrey R.,Bauer,5423155-1
William F.,Stoner,4688658-1
M. Hunter,"Basenberg, Jr.",D735548-3
Daryl,Cox,5518258-1
Kourtny,Hicks,7904485-2
Douglas C.,Herndon,6249241-2
William K.,Harris,5227970-1
Lucia,Cretoiu,6551502-4
Scott D.,Glatfelter,4850888-2
Joseph,Chiu,7013007-2
Christopher John,Marshall,6796606-1
